row ID	1.mzML Peak area	100.mzML Peak area	101.mzML Peak area	102.mzML Peak area	103.mzML Peak area	104.mzML Peak area	105.mzML Peak area	106.mzML Peak area	15.mzML Peak area	16.mzML Peak area	17.mzML Peak area	18.mzML Peak area	19.mzML Peak area	2.mzML Peak area	20.mzML Peak area	21.mzML Peak area	22.mzML Peak area	3.mzML Peak area	4.mzML Peak area	5.mzML Peak area	6.mzML Peak area	7.mzML Peak area	8.mzML Peak area	80.mzML Peak area	81.mzML Peak area	82.mzML Peak area	83.mzML Peak area	84.mzML Peak area	85.mzML Peak area	86.mzML Peak area	87.mzML Peak area	88.mzML Peak area	89.mzML Peak area	96.mzML Peak area	97.mzML Peak area	98.mzML Peak area	99.mzML Peak area
825	185566.6266	848599.0892	87384.53105	170097.2846	124534.2214	389381.2227	306276.4495	256043.7559	1911940.509	118044.7528	3588631.488	1469630.745	4959067.89	609739.5612	4440642.607	673171.1642	722680.3817	522337.7146	422104.3009	487333.3795	210232.335	294452.4353	271664.5038	596802.7376	204225.7067	454005.7948	328831.1282	643400.6517	176789.3908	579141.4154	928546.781	375160.4076	757648.5763	301534.8314	945240.5145	1045219.554	98139.45556
826	375519.0619	981722.2464	1408142.842	19770.07659	181023.8265	526862.2296	38662.19141	175613.0817	343473.8132	520014.6423	1142656.986	1036709.128	533044.2838	1369267.299	65185.18598	90485.70477	123299.9262	819467.0756	1063030.602	1356738.252	1110668.827	248672.3769	546541.0056	1816716.225	1428454.339	1600160.383	3716080.026	5923042.57	1570537.617	269639.7247	2471454.264	881740.0165	3652368.046	62459.35587	323901.2178	304768.4583	1321602.744
827	55016.46296	119218.5068	48656.98264	97034.91187	442867.4497	220419.8891	65304.93194	89727.97371	108374.1705	42839.82106	14950.85052	18584.28737	93297.00987	57813.79561	101740.6967	33004.11578	12682.46716	26310.78689	919935.883	18858.75708	11027.76566	42797.85454	561186.0087	1542192.199	64542.23691	11100000	293449.5296	6564440.795	4313408.381	790662.4598	1288749.819	484605.8965	1191602.886	56438.72777	13837.54952	58059.60853	47039.8967
828	331328.0483	879631.2765	848525.6359	90824.04636	573269.1014	793261.3058	87635.1536	864901.3157	205783.9218	391874.3203	763655.0745	663566.8062	517307.9369	3389170.959	137034.7719	77969.75895	92719.1868	3072102.418	7148118.16	6223726.956	1116124.398	443362.3116	897091.3111	2085678.272	690746.5604	988412.8026	6351042.753	10200000	2503114.442	1626124.037	3256030.274	1824133.692	6987033.816	284505.1751	226021.8965	782382.197	629284.8253
829	4642070.18	181040.4304	54395.80698	211234.9409	490056.5122	268946.2351	2706723.284	188274.0275	5437212.967	2296554.856	5326732.629	1626415.831	1632517.884	5734934.561	436771.5711	2157956.228	1808573.352	21500000	14600000	7382621.019	4877105.386	3911206.872	2798676.372	6233150.132	14200000	6351058.161	4746837.562	2451830.426	3655039.079	2702032.718	5177462.393	507970.8645	159119.3437	833192.5246	358568.6978	118491.2784	184006.4461
830	137307.2703	575284.361	53301.38776	121844.3608	98628.4042	345573.1794	215915.6818	208707.1458	885844.6714	144072.4582	1600933.002	754834.3302	3097586.371	500342.6266	1899946.615	385155.5862	359333.9165	333307.722	361121.3237	346146.6709	164709.073	191772.3101	121281.7949	393250.7153	113706.81	299270.831	269725.7971	409803.8413	115625.3165	408532.1789	447172.8261	345889.4364	478240.4174	216028.0896	471510.9141	758172.5244	84216.86511
831	2596460.459	525441.4552	215984.9816	84675.4355	149230.4454	317972.5837	570245.7759	197421.4696	2126292.686	748577.6477	3645595.889	2324177.022	1039237.67	3460801.783	2186386.235	1207857.727	1000453.181	5515841.194	3095178.949	2117591.806	1324729.331	1282950.991	893517.9124	2994703.358	5874542.089	2654400.172	1587193.632	2513703.819	1182476.678	333236.9842	92614.62852	612613.3576	1608750.483	659763.7756	1462432.528	245868.7892	125945.6399
832	45366.45602	49152.98985	41264.00226	53004.56435	486536.3311	197436.3082	19881.92001	57868.502	44951.60885	46840.54495	23048.39046	17753.64905	88889.25015	9536.964276	62705.22578	48470.98489	11288.99997	15589.01572	204980.7386	4094.136985	20298.37418	31902.87533	493329.0799	1165561.19	62642.60279	6665956.748	401906.527	3539577.425	1958158.976	719885.1045	948959.6684	453267.2071	595518.8387	25111.96454	67609.98085	70281.75	13354.57023
833	556146.2054	743668.0781	1411163.116	576279.6019	515071.2175	519462.3097	159923.2145	363858.6041	789566.8097	531846.8914	1149448.946	865271.806	619592.444	231545.6581	1727630.758	539869.8837	811753.8461	147707.0125	246479.3371	309816.8642	83889.52176	200667.7408	935691.4682	236720.5385	477839.7498	578725.5452	641590.9761	498512.9856	502008.3193	329441.4224	367214.6954	441703.8051	269251.3888	800157.9353	1795394.594	1510906.95	935204.2594
834	385108.5639	78130.62948	101121.2096	154454.5068	103603.9166	125798.1463	180923.4797	218169.0735	552236.6471	198861.1426	251485.1945	110256.1952	358139.9132	129114.449	320692.2364	329270.2803	295180.1369	708774.0018	4257.663156	34580.18255	290485.4558	240255.6369	635309.8869	158579.1979	787983.6825	677581.0183	1027522.817	3932587.014	299437.7774	515847.9746	1165509.865	187600.3668	1336580.129	148349.2356	349247.3568	187998.311	195599.0793
835	328399.1176	340262.698	345365.3019	563577.915	229538.8458	245752.9529	440840.3882	398205.7485	1172705.475	685399.6427	1844495.375	581455.7064	391891.2614	200055.8305	536446.409	759654.8357	805040.8626	1921188.562	1035401.208	258279.1578	622465.1902	690903.842	1475047.92	728799.6753	1315171.283	1005156.036	1132957.569	789023.0461	518685.1482	1414366.864	1469064.822	175123.3952	822687.1233	378843.5465	298866.3891	432020.6532	356245.9474
836	266482.4541	33851.52461	76027.06856	145746.0881	140743.2089	173345.2033	49755.22672	104210.6128	126770.5306	203074.3507	274105.5714	152797.8274	352515.4973	18096.60209	304141.5067	304826.6946	230293.1525	478414.9941	0	197409.0935	384790.7683	86135.3262	376452.1335	405732.7594	252805.4255	298989.195	947389.4879	3753481.129	309678.7994	257023.3523	408273.9212	185242.7632	1207963.595	113113.454	144329.8747	263137.7502	81239.53578
837	475.9492344	185159.1607	1175103.978	107169.309	134411.8649	416324.3079	189423.8806	141970.7603	1452.269175	1094.742757	137698.0137	206846.1054	2444.660273	622.8521636	6347.161385	36449.68612	20915.30802	1340.316698	0	8225.434629	726.0348946	643.8421624	20166.55736	101257.5264	258988.8435	3469095.446	811147.8294	38427.09249	2435211.295	663029.1675	15989.61569	792946.9726	1004153.297	906317.3396	400668.8767	2384583.715	1807520.119
838	4609752.707	4656450.689	1942326.893	357164.5397	237723.9259	269105.129	465288.3111	281308.6674	2758674.222	1249059.375	903521.4919	1493680.378	3528067.667	1209480.584	2570399.15	1636138.415	1792758.618	488611.8753	543875.0487	399490.8334	1655492.378	527940.8556	1292141.284	2737684.224	2619288.826	1135331.484	764698.5173	2534451.618	1839719.704	419055.8389	781838.6042	370100.4652	1090197.682	2784336.327	5688384.832	2396235.794	1135283.763
839	14677.97987	386799.9075	1457007.765	28054.18003	291501.2302	331937.7269	182218.0729	269938.2197	57099.67763	162442.4878	73075.61003	78657.70798	318460.0204	57341.93345	111656.212	65526.07828	61089.56336	140641.8663	265452.0276	228348.9289	50393.33697	8474.558388	138462.8129	201395.6585	109100.1897	483598.3927	313044.1211	152753.3504	8547.792623	146360.0946	46482.22935	178972.1398	95047.95315	564876.4881	257832.2726	3170169.087	273239.4854
840	763350.9861	177970.6923	232002.9765	475921.8905	432434.0758	393646.914	959795.2514	205672.6903	1036250.429	1155781.261	2163079.762	1395361.968	801131.4492	1382992.103	1263092.467	1951399.331	1486670.888	3001489.654	1777440.316	999327.2396	2013114.234	2959638.334	1128552.446	1850991.227	3034492.868	2213803.273	1774264.02	1323918.531	484015.5803	1481727.934	2150510.279	912215.1385	1908113.064	455860.4616	1923421.022	735032.4504	214075.7397
841	39608.73526	138198.9467	151554.723	32214.69206	110275.1998	137989.2853	42276.2825	277780.8181	75914.13332	111396.8428	251744.5349	175235.0711	125308.6943	711124.9207	5025.378828	9809.463506	28286.06262	139964.5593	595076.2263	234529.5136	195173.1755	61242.48251	101016.8349	139238.4064	483539.9175	520283.3953	1422048.331	686183.6415	210735.0476	175177.7021	342708.0045	157195.0201	1141098.854	137821.0807	80338.22666	283863.2187	233348.7943
842	3224.729388	249894.7586	245257.823	233343.2035	622935.1404	517172.2148	644269.9103	329730.3393	0	0	0	0	1031.156203	2204283.759	432.1387826	0	0	6393.913107	3428993.863	2509453.571	20866.38635	62440.28863	0	272114.5541	65602.16762	452611.5765	636525.8737	25027.31894	701784.4218	2464203.014	11809.04536	1433385.605	4632350.594	1413653.445	510303.77	2029957.345	615085.4806
843	67872.87231	372464.3183	251764.5403	198877.4953	216052.4311	70488.7603	70838.61185	181606.8806	418307.7141	277644.3789	509959.4591	343863.4014	959593.7128	67487.47545	401450.2022	178863.5414	537530.5996	493339.15	107697.8907	429336.2109	41991.94521	274716.8603	527999.5635	5153032.673	423154.7017	1396633.031	1901020.631	726115.159	1341445.798	240122.1629	443027.9883	270533.6943	151958.7756	2206483.998	466932.3787	1265798.149	1558851.709
844	433350.6273	4516608.228	3512014.004	658473.0578	1947231.813	624418.8894	556074.4559	4354816.363	4032723.465	2006294.06	1412013.383	2167366.287	12300000	251862.8	1401167.548	672124.0068	2090312.171	8885896.345	754913.147	7470098.285	258353.2661	3546002.748	2615819.401	47600000	2443319.78	7991836.103	9977730.301	6666248.475	1.1e+07	779294.8277	6057251.898	1770883.069	1197367.92	1.5e+07	2992553.783	11500000	10700000
845	743534.0303	2163.990121	82117.64937	263105.1582	263449.8258	153824.7588	86061.09612	236677.175	442985.553	323401.9566	286694.2302	53107.64752	247513.9848	7403.274502	365131.1936	421396.4699	293776.4153	1098337.268	3646.333171	102409.7309	393141.3514	122510.6499	435556.9077	183613.2334	777185.1656	313219.816	757615.8955	2783940.558	229104.561	697784.7035	470261.9498	129960.7272	658746.1564	147673.2713	232188.5722	436201.1797	75690.5256
846	296513.6602	500979.9898	375619.0741	67100.23925	259600.9078	317525.8166	244767.1317	524656.1651	1388113.793	464079.8436	1004468.719	1156877.602	576419.1632	2284914.177	347573.681	333964.1525	628043.6993	1308977.132	1580892.398	1452159.075	755513.4963	372661.196	667974.825	999562.6902	1266498.61	846720.1813	1998514.953	2719471.663	657516.5359	646419.4411	1173930.246	594013.1444	2621544.5	63338.978	261323.9291	470301.4912	385909.8772
847	66061.3997	197465.6396	465363.4588	57176.75661	324295.5728	326943.2759	37956.27461	300911.0309	185412.2703	129559.103	169562.219	115572.1419	152307.1882	751385.4201	81784.27638	69198.58992	49027.43232	322115.4087	2889321.037	1730980.979	286795.2625	118703.0185	155591.4459	374239.9224	336504.1333	625368.3663	2261366.175	1360627.166	420924.1876	190459.5064	393599.6844	632057.3158	1066787.547	136869.4745	72383.28866	1094755.312	392791.1943
848	422183.4758	930583.6703	703439.7505	420705.8808	441840.3601	330050.0481	625730.6924	347706.9918	2058080.904	1978721.868	2325576.787	1607459.296	1348845.715	434687.4532	1496972.038	948173.5799	2560240.717	987361.2551	280936.7867	729923.6332	451671.4511	735811.1574	1801573.203	2482816.096	1376092.936	1850939.07	1661490.691	2628141.713	621961.1191	484863.009	2535094.99	585526.2926	546240.9973	1171654.302	1841056.756	677841.8369	698902.8928
849	689813.1555	653325.1353	847478.1645	191576.055	470406.5493	431042.2313	175802.0724	279209.2165	587290.4178	926931.9623	533498.6125	738369.0738	626398.7197	94666.32329	794222.5708	262175.8611	414571.0536	590910.9493	277172.3525	415645.4193	150059.5208	353820.8079	444902.4837	874836.3206	239048.3447	531728.6045	645325.9166	36444.68187	390002.2271	171416.179	294168.2427	546210.647	373836.3968	447593.5573	533704.1577	1972222.806	1136388.854
850	5730.08273	1125807.531	697712.3878	135284.3961	268717.9643	349821.939	76139.94584	340142.1706	21141.16051	19929.3435	41544.30072	30129.91597	61143.55249	3949365.68	50323.86776	32188.79121	53045.57014	309001.2413	20900000	10600000	78291.53612	465553.9144	23519.27618	546782.3569	103143.9284	245125.0183	244769.4436	28555.82997	360465.521	1552683.687	38711.30222	3045759.549	5829754.19	898707.5951	265014.9003	524675.5622	439103.1855
851	14111.60915	42643.65402	80666.76779	81569.78391	267454.34	225153.7479	128094.185	274850.1885	39690.95245	22546.93035	27054.00517	15537.62969	26264.55726	621261.3237	83131.98451	23813.89866	47508.64353	14667.85336	1149469.048	715425.1469	76891.45414	49865.80658	9417.974013	46190.96504	22617.59771	51105.31999	48666.08367	25445.11757	333307.408	491012.0343	11220.6093	206167.4604	871708.8567	138062.0201	118323.4654	303965.4266	147547.496
852	6253.503492	5964.069065	206738.956	0	207916.9569	410134.2035	0	205860.8177	0	0	216816.3255	109315.3614	4127.331195	970627.9122	0	3916.595367	0	69963.90442	157897.3398	470823.1817	42129.1387	0	0	29253.69718	34633.58238	232257.3408	1060874.944	893318.8938	404488.4622	196850.5707	85762.05268	608949.7978	905432.015	35912.07875	10761.40041	196205.8198	124904.5557
853	13779.76358	2106338.957	1064975.926	141586.1607	543324.7101	601973.1972	932823.2525	1163273.82	71103.97807	63976.73686	56871.83062	122340.5799	146167.9098	3412026.87	71862.03284	17824.36767	20562.96463	50843.10795	5614233.801	3240283.195	82465.12715	403881.6787	94244.19634	229441.3925	78314.01687	606004.1678	793912.9742	108659.4687	2377177.829	2884416.048	305236.3081	991935.1413	7666488.117	1913547.058	377530.7325	1143802.982	1302947.965
854	281911.1233	2021897.765	801695.6759	395429.6409	306186.4623	163467.8719	631165.6314	630766.316	1397622.08	1255097.071	1526145.42	1523421.384	877948.9183	303197.5441	1192528.333	564716.4663	1688475.368	784432.7163	175914.7492	457853.581	276028.0923	585945.4148	1420172.529	4301396.63	1659792.091	4144374.634	3314720.094	4499625.437	1238163.244	814470.5631	4137258.39	761125.6402	1044888.505	1862194.51	1780627.999	2028098.306	1217056.22
855	2096028.509	1230542.439	1177693.729	307831.3695	353020.7184	592941.7518	939683.6656	648827.1501	3058191.028	2020679.975	2593184.835	1578333.388	2745556.225	2697504.783	1951522.351	1252350.4	1716375.1	5922819.445	3185324.499	1773037.972	1668071.977	2281415.524	2100275.412	2661453.406	1686452.041	1778232.53	1780457.765	1631112.507	524271.5263	804169.3371	1303504.641	954372.5167	1086683.058	493796.1234	1405940.181	1543948.969	1177910.906
856	205971.4214	76680.09476	295014.8417	39253.928	248271.8467	254545.8284	65069.57939	245276.767	438420.7203	257697.7149	308076.3194	305616.5471	334505.1228	603580.6215	622759.9429	110059.065	177628.8332	798610.5171	496296.9696	374291.5864	297401.7279	103446.2171	273405.8821	281933.5983	449283.3461	819488.1433	884745.7398	1169480.638	372620.3585	397128.6993	382016.4767	301584.7019	706408.9795	130738.4427	94020.08069	488030.2199	246252.2129
857	194220.4675	1938642.556	407412.8028	440148.4385	401542.4317	239661.4378	293562.1747	352985.6433	1128408.211	1173544.081	2046737.349	946026.8657	791054.4932	448444.4323	768844.4218	533273.5296	2681290.577	358831.7034	235621.5865	466410.6995	167519.495	563325.6437	1491986.194	3720124.164	2012001.233	6263812.758	2560766.019	4068480.951	491134.9914	543787.5013	9798134.181	886427.9468	575949.301	1390173.174	2132674.99	2396223.209	1801987.038
858	746641.0499	150223.6384	209232.536	327940.61	197848.8704	261325.7893	352557.1869	362101.5755	992427.1425	405291.565	506642.6207	226436.8348	616134.6651	274559.3987	791792.7293	661958.506	624603.5603	1301525.193	26466.19881	70094.02769	544393.0672	455196.5817	1264033.579	405832.1683	1715139.096	1379989.225	2310896.093	7995340.527	546671.5603	1038580.81	2412306.723	387603.1701	2859632.581	283983.5201	671911.7411	436912.9235	392036.4135
859	977220.8783	1896538.76	387753.9366	393693.2925	252271.7786	458948.6866	482407.4975	747843.8111	2393614.248	615206.449	4091360.829	2648972.298	383800.5679	367384.0757	465297.867	1087189.891	1351553.582	297419.2709	277720.8673	1768230.124	1001597.272	653901.8312	2273038.321	360264.2666	303178.0959	233487.0167	254210.9176	192437.73	49709.03555	153603.6385	134533.8409	464280.4186	526787.7138	1635313.765	2558951.068	860537.0069	763306.8039
860	28176.89449	824701.5385	204112.8072	85850.02856	65072.04917	36965.45746	125964.7591	396086.0834	228200.1203	118239.6335	191703.391	160702.7689	174645.1835	237262.5221	110289.3221	57870.3954	215657.5581	134832.3564	109477.3211	87733.54388	28586.57424	84602.88716	312432.3245	1889709.117	176485.5103	1327708.476	434894.211	404336.7266	745741.1606	266869.8003	217790.2103	94458.43878	314700.9501	940769.7837	263814.4476	117954.7927	686295.8044
861	2695.021438	31518.68771	61411.62017	1300.836363	84553.79979	140805.9524	597.0153479	14838.50487	0	0	2412.374579	0	0	4597787.389	2146.21271	506.0669438	1950.648855	24416.26035	34042.40407	3224182.398	24462.50377	0	4218.105229	249814.7049	24807.75226	107797.7191	209604.3074	5932.367107	1681172.855	5891.37008	0	562388.2829	668701.7108	3288836.303	28372.93316	100058.0842	1548091.564
862	290507.1875	2795521.417	1940369.488	1454852.723	1543750.542	413756.3222	1002190.912	1259504.818	2452827.624	1489541.832	2208847.984	1796182.318	5471337.625	1136495.032	1809862.213	788952.8959	3453136.073	3391353.831	646269.6424	2120127.126	325036.075	1894064.047	3376522.299	40100000	5549029.184	19200000	18200000	8921852.815	10800000	1888940.036	5976202.407	1621504.991	2283821.157	15900000	1918407.904	10900000	13400000
863	9586.841485	23702.17984	67954.70054	62507.15791	218012.6641	188473.671	72712.80111	239823.7697	3548.69259	1793.406346	3099.378135	1991.10023	2940.650859	992046.7799	3364.405652	1082.307685	6543.636195	1786.74192	1069498.069	533085.6559	141841.8134	74032.59057	7387.374359	222896.6449	44591.40546	103817.2701	82415.9393	2064.784314	414091.8382	423444.0325	10628.18385	333499.9312	929122.8505	144174.7408	93569.77936	187870.7235	125273.3743
864	68474.94458	2057999.388	508160.8669	219236.8538	181530.9533	38754.11871	193130.1476	482281.1193	685430.3372	814018.3978	1131993.027	620936.9946	567062.375	195419.4594	646059.9756	304537.1939	1478898.459	809399.5696	60478.57148	167119.9734	107558.5527	324704.8766	1827601.196	11500000	2585159.646	4338268.137	3546567.847	5876520.857	943923.3591	349658.7078	6822758.312	545675.615	555885.5841	2419505.156	850604.6423	1375158.398	1955229.371
865	64593.00965	1970892.758	1147066.852	245091.3045	560218.99	163817.0451	227102.8255	1319012.522	1527878.638	1086925.61	1016379.923	1268062.378	3443327.347	150445.4436	700394.8863	342858.2321	1351340.893	2800211.906	214192.1696	1644517.389	72324.56331	1565955.32	1056417.828	6920655.41	2045223.147	4334294.521	2613313.579	4550356.391	1830725.535	321080.2507	4818249.755	1012055.489	483315.1866	4112426.204	1386615.558	5249981.37	3109671.921
866	208743.6328	149443.0105	318179.1789	269269.8071	446151.2227	250268.2715	461158.0926	338378.5241	138128.8894	227703.4021	147543.553	254836.5481	151921.1755	182173.2894	263624.8568	223733.5499	327139.9377	189451.0578	183539.4213	92787.03643	159626.499	167724.9109	136006.3555	483620.6588	386640.162	366646.8793	466038.6426	496112.0138	515396.1499	748965.9476	517976.2249	306426.5996	433661.2912	207901.0866	730377.4692	424666.1747	177133.645
867	48813.92719	7695.402754	36724.06256	14332.00518	98560.15273	154808.2103	10453.68669	52034.75702	38194.73569	3792.814314	55551.59472	43268.03796	11105.61625	927699.1489	27382.42918	12822.91776	24543.65467	76120.55093	194453.8756	635548.9346	124322.912	8281.457267	11836.82296	83786.1656	71676.20635	124284.5681	1179368.577	453582.615	751649.6455	53627.38226	73593.38984	361422.745	772668.0024	19317.70458	32989.2309	129138.9052	43856.6242
868	4061.839678	2857134.91	2057384.713	189968.5681	186896.8629	365252.5787	152874.6775	279084.254	3161.688596	1397.519742	3017.953406	3138.874919	6728.06079	594987.2738	3821.822762	4448.86697	8691.147001	6640.831897	3044303.913	758837.0485	15446.16543	36661.11882	2088.571502	69080.62202	83248.53545	98211.53809	136102.8002	18377.38097	2512548.108	811821.4567	4288.43456	538473.2519	2231459.564	1351778.051	460516.3139	1673945.497	2665391.581
869	1527.880343	37489.94769	101645.8701	71351.12271	239120.2847	223734.9075	108565.6433	293057.2777	3505.607092	2214.206995	6758.915959	4414.069402	1487.015927	882486.0618	11355.47876	4845.30328	5933.790569	7433.030266	946656.4723	581743.4719	86032.91446	57556.87889	16974.31639	50218.62017	49347.91488	64300.83151	48042.22028	0	413168.4673	415734.4595	5400.741805	373869.6194	1152794.678	72958.38007	30809.84689	186191.4495	132284.2402
870	13071.68406	30012.8898	128951.5701	2339.887917	191035.6599	326733.9376	7564.540203	198074.3381	68674.84077	2615.842988	110015.0181	81634.32234	13165.43669	782238.7324	36705.35149	11755.1473	27406.64869	47337.66111	415059.195	487650.471	53710.07422	70388.65769	0	12424.18151	101766.1798	201906.1424	1209513.101	852452.0036	327182.2473	356591.4267	108599.4403	506432.8356	1825118.468	79630.65148	3788.318259	237736.6384	95848.04422
871	161278.1601	22232.16667	55943.6159	96813.83164	72024.9408	120038.3512	84947.57327	173276.1538	92236.46853	73377.30371	50724.41549	9129.904539	177733.8938	58355.92887	60745.39038	119666.8114	97861.62569	258429.9763	0	8690.673204	193942.5311	107068.7382	174020.8641	71727.88108	259706.8938	296822.0183	645811.5569	1240663.823	116117.5131	331250.2717	331651.2256	130516.4361	488052.6338	58411.84086	84232.42826	96597.50751	113781.2028
872	10405.68013	610992.1242	54906.16172	50665.61045	44768.26232	23552.74872	45060.91771	31993.67543	235053.8592	106738.5072	471144.755	248140.8664	172358.1143	42870.87296	247622.8238	95938.49977	482502.2468	120724.9654	8415.164821	37207.65382	4400.48187	105749.973	300925.2735	6083457.227	805737.5196	2028089.543	945768.1358	2123959.62	210286.4648	95332.02	2691609.423	106527.6288	270046.6765	1043074.493	255351.9904	362028.1121	454658.9839
873	95023.66558	5171111.145	3039431.066	106414.2398	914678.0849	142599.4449	131141.5372	1955610.322	2538221.373	2437094.923	1271745.865	1659403.364	12500000	219302.0859	1005703.108	360536.9588	3252241.737	14300000	164059.2363	4154084.508	101422.5855	5607169.076	3164140.508	33100000	3982235.976	12400000	1.1e+07	10100000	8681484.145	535120.3384	10200000	1622056.356	1355988.236	9715115.766	1750644.683	11800000	6617387.783
874	1337497.335	139450.9787	130155.4877	32305.50196	186726.911	280857.1012	28052.00581	125052.5957	2532967.504	5401.394286	1943870.109	649358.693	162825.1091	973266.0364	24759.83223	17603.33394	26333.44547	1922328.842	94417.24759	460130.766	1205771.775	20812.45165	252828.6876	1144979.84	1714994.864	1689061.792	1165436.997	1376872.473	285287.1291	233778.1569	586055.9506	356459.715	738839.2851	597524.7046	1270032.722	393519.7215	205821.2956
