row ID	113.mzML Peak area	114.mzML Peak area	115.mzML Peak area	116.mzML Peak area	117.mzML Peak area	118.mzML Peak area	119.mzML Peak area	120.mzML Peak area	121.mzML Peak area	122.mzML Peak area	123.mzML Peak area	130.mzML Peak area	131.mzML Peak area	132.mzML Peak area	133.mzML Peak area	134.mzML Peak area	135.mzML Peak area	136.mzML Peak area	29.mzML Peak area	30.mzML Peak area	31.mzML Peak area	32.mzML Peak area	33.mzML Peak area	40.mzML Peak area	41.mzML Peak area	42.mzML Peak area	43.mzML Peak area	44.mzML Peak area	45.mzML Peak area	46.mzML Peak area
3256	5942.563752	7045.93776	21132.57491	23547.10352	4215.397729	4986.516652	16307.69322	3969.79352	13108.42034	7597.794185	30573.35979	23837.59028	24095.11844	10402.6317	6051.007444	7757.836817	26820.16913	31893.97333	6909.622508	5505.931802	14682.80707	5945.283648	15535.13172	18970.31952	18380.26333	15950.39588	16868.70545	65021.30384	18733.53288	27101.64696
3257	281134.744	311003.9139	437478.0733	104710.3073	114010.6666	45907.30402	196783.9698	345521.2801	45898.68698	113600.4956	387718.442	52687.22718	415819.8765	295853.8469	391512.0526	17024.70302	219873.8899	419885.759	51560.61126	140238.035	86445.52355	36744.13753	439498.0451	58954.75126	283739.0262	440447.429	49116.07033	456099.5333	37343.36333	224900.5995
3258	4247.656424	13750.47287	414.9850856	0	4264.88981	0	0	0	0	2243.646911	0	0	0	0	0	0	0	0	3412.037057	1295.121271	0	3373.860732	482.4309315	649.9846828	0	1006.960772	3959.817527	0	0	583.4791841
3259	406640.2982	320502.9135	158989.3467	274456.8787	879410.5264	221727.047	42237.19875	145057.055	328676.4206	759761.1099	139282.111	79142.67499	33333.65285	46093.28898	14940.83147	42847.44459	134143.5134	132789.9369	799954.6907	548845.5312	866662.9242	512951.6555	197108.0398	510637.5619	335982.373	222653.4438	529869.1553	196851.2965	250589.9919	228089.9723
3260	191970.1975	136083.7347	2543.378466	5528.598407	16435.41367	19321.40122	24631.97297	36116.30328	5494.886146	5290.559998	6187.858708	33852.54165	45926.04645	23386.61611	23872.90813	56240.81079	3367.156794	22169.71267	44378.77012	25026.48001	23266.14519	32745.36861	7883.112426	69301.6271	23121.5253	9379.209243	48369.60362	5104.600571	49197.75451	45998.49888
3261	30267.65033	19454.36006	30896.10338	943.8154817	7648.884609	14959.76636	1783.764883	9413.677022	5822.31766	58945.56923	14019.50062	22172.1495	28595.1188	17725.0286	1801.739958	1446.925205	763.2103253	2082.634274	78987.5304	73509.65068	12303.51465	35641.18971	14567.34375	25039.06541	16735.06846	5085.650743	33662.89449	30243.72591	32298.70195	22185.76467
3262	137285.3852	411636.7545	37931.22682	9743.146898	345153.9352	16080.02034	1684.907361	9436.379532	4226.336174	79793.39267	2444.500453	2370.206935	12340.69583	13281.19696	2053.059607	3670.657862	18711.4805	1904.943589	936413.7216	214285.8608	339126.4347	296866.4624	21960.30105	70360.40408	82114.0189	18893.06499	71610.39466	9569.865587	20774.72508	9199.376088
3263	1206.644696	912.9635624	836.986839	922.887302	689.5082863	872.44643	811.4754805	1449.43127	777.4549607	1044.870152	1198.256987	2101.479172	761.4637711	656.7832193	904.5909372	716.2857946	961.5223881	630.96347	1577.481169	1120.269284	908.0542565	1369.047349	702.0289287	2780.952836	1066.974654	1044.752913	2427.746199	3182.716214	1650.30865	5760.588625
3264	4726.549982	7437.89859	3781.433213	2619.172907	8944.002575	5476.240533	2142.745168	5092.907189	5519.626615	10308.0152	8362.106827	7176.739807	8341.881119	2930.720928	2883.94511	3729.740026	2023.447517	4496.482125	17617.71189	14430.76397	18582.80088	2748.117492	7405.696562	4245.119191	5903.341614	4101.680123	8126.218525	3973.634156	4268.756649	52521.48277
3265	22920.5932	270983.585	11415.3961	6831.242535	517704.3746	19462.14265	709.3146643	8490.283691	21638.95179	98896.95216	4293.965995	6687.29291	9709.791909	1673.895783	550.2553871	2363.71816	4887.753775	2197.539618	441325.3481	128623.6053	170058.3993	110371.3081	11490.89009	220214.9512	7543.635974	59349.48026	27186.15552	3242.800099	1996.894906	7070.393474
3266	2435.116953	2270.840342	1357.817075	2039.163505	1617.895594	1898.049443	1813.23098	3387.588535	1972.232758	2107.151225	2542.473716	1400.811771	2304.762343	1252.463467	3246.005558	843.0100196	2046.053878	1856.655123	1999.037232	1827.768572	1667.79434	1407.633156	3248.769621	4293.542647	2203.503005	2328.750527	4328.804749	4423.695223	2364.745873	5070.873546
3267	54079.28819	221294.0516	97441.99633	67651.49279	445810.4221	88664.80238	13343.70704	124943.8601	175473.719	449374.0517	45388.54959	7893.193762	47049.46243	9780.811757	7735.68298	7007.870661	70484.15281	15683.92094	324531.3243	70640.04335	329004.2613	79278.78274	24991.60906	67844.16715	87611.52532	54675.52165	66375.39477	21593.14015	3246.240652	6474.132574
3268	5205.29206	13729.15602	6749.79116	2674.456541	6539.544588	2262.154235	0	842.9295077	931.8242406	1670.859205	1270.206847	0	994.5450546	0	0	0	0	0	0	0	4863.696661	2640.4782	1454.345323	0	813.3225254	0	3220.122206	0	1108.718358	0
3269	1784.732647	2959.646995	2909.600835	1560.255601	2712.527624	1497.992101	1183.343116	1500.702466	2197.008344	3597.114058	4164.797273	13791.7718	1540.20408	3164.097003	1617.591305	0	1240.501181	1119.128506	7755.358939	14658.84553	3363.173113	4996.57261	2774.577253	17167.48478	6133.855237	5390.992691	14579.70335	55849.94477	5628.300406	20462.15535
3270	17596.51947	4879.577794	3167.852169	2633.589957	16377.66663	2404.934374	9440.15059	15754.86691	3265.086324	15121.64908	3429.322259	12062.00438	2888.586421	3269.282802	6548.381394	5765.668388	7586.018885	4779.507547	9975.085089	16000.38804	12094.11861	8101.967897	11823.78239	29784.2334	13192.37682	18580.74099	12660.43071	9455.375622	8965.164277	28422.0354
3271	11501.2832	8068.032227	6088.263594	20796.60685	16377.26965	23434.80612	15210.92668	21979.0375	22848.23606	9961.925492	8813.56827	19316.32358	19490.14179	14471.15142	18733.47697	11384.96671	9719.734871	19758.86152	12258.71202	12529.4181	25025.01193	8979.688789	9091.60505	33752.25292	21253.6491	45335.51475	17556.10339	7026.801409	11605.60315	37093.79063
3272	1424.484465	4244.443595	0	482.5423591	1578.542627	679.8283885	0	697.2203336	0	0	520.03183	0	0	690.0160983	0	0	0	0	869.8788252	568.9652693	0	868.6245707	478.4308593	662.1452285	870.8894353	903.316597	1890.097436	0	0	537.0317945
3273	230000.0697	429141.3681	52620.30106	21598.39686	308817.2674	26533.65308	14035.51272	23928.06408	59819.44155	173127.9198	13677.75358	7395.135473	30580.45956	15112.94863	3149.177579	12619.11782	62119.12972	4541.950057	452995.6069	232014.651	158220.6772	66630.00091	100585.9622	76694.68922	107213.93	36037.15859	29681.54273	23098.975	8032.459068	8470.859676
3274	229492.2674	157740.7648	12134.96776	8839.367923	111299.4743	13510.31301	8226.083885	11923.58999	12160.38503	1366.646493	39842.76636	1284.391438	34941.2661	6172.158492	1575.212153	2845.453897	4192.444691	739.1783916	21172.52725	57844.1499	32141.44968	35273.77163	581.5720121	66519.04261	18600.75309	122928.0231	97882.70566	621.2297628	1192.950805	0
3275	21479.88177	40004.39893	0	0	1456.490279	0	615.2744835	0	0	0	0	0	2289.174396	1086.98332	0	0	0	0	1368.301155	0	2812.36937	0	2816.807148	2115.075641	0	0	0	0	1710.748053	3465.438827
3276	2601.468664	990.6026179	560.9634635	828.9942426	717.5758702	965.7760277	866.0934708	1080.750148	854.4620724	778.908812	1051.326911	2439.164854	646.0083069	710.9569572	1819.006261	0	1510.053444	994.5636212	1905.722092	1213.548599	1320.150177	1286.137736	1066.874365	1524.19721	718.2883887	1356.479036	2582.286219	3991.88773	1520.69844	1581.979021
3277	14388.99229	9007.505619	2929.026865	2773.715381	13536.04437	17261.67656	4447.045665	3666.453175	4676.822431	9865.244457	4303.231039	18507.33085	4147.172573	4572.950125	8638.287316	11259.39468	9918.102511	24337.12097	18689.21766	27714.34583	8724.200396	15753.43514	3287.813412	98740.79824	24746.63905	25261.79023	14382.53164	13067.17481	72783.75113	40728.69657
3278	2346.432123	1211.281224	3766.433734	1602.973504	884.0494198	1412.901736	1632.427828	1822.77222	1046.148022	1489.079412	2034.951437	2187.230112	1239.996329	1109.654458	1828.341281	948.540181	824.1085263	999.5034823	4108.89555	4541.274609	1230.036552	2886.451765	1201.53042	3395.776414	3768.050062	1251.020718	1225.209315	1901.175425	1950.792624	2486.046987
3279	21359.10853	20141.70171	22319.26749	21570.42861	87211.51486	6201.951141	2397.102609	27461.51078	13042.72082	219396.683	2670.843715	2216.434879	3485.785313	1161.42263	414.1064481	1195.53517	19355.64814	1654.782925	56502.25525	10389.83312	75429.41018	9145.312565	3072.42081	8191.330971	6932.09016	6686.307373	23455.12161	2612.554342	6481.486613	2974.658931
3280	8316.518052	17107.95316	1264.632545	1733.963524	4031.898509	3416.374542	846.8670095	1575.24209	3321.680897	7463.972101	1413.75575	1623.927743	3213.119103	2847.711206	1196.173224	1111.584634	4194.883913	2705.907165	11355.32043	10426.21685	12749.60739	6093.322106	2551.914047	6519.281275	13621.37216	5921.074014	4668.177152	3563.423803	5360.93675	10142.84963
3281	56114.30999	256656.6167	105863.6038	73292.59541	302345.0868	307035.0169	18285.7489	68342.69361	103446.9272	239367.9174	13020.73837	1982.978688	18520.23243	2754.738151	941.3026682	38544.20146	25685.76765	2404.996842	110640.6056	41370.71953	225239.4966	78326.6682	43827.24283	19040.58643	95044.24883	6092.958839	32179.64168	6005.072293	2335.70279	2619.311075
3282	54540.88722	47256.1651	22755.21283	20145.24322	27767.06789	19363.11582	16743.37596	5981.138417	63476.74643	17094.98263	46158.57888	289974.4636	145027.7634	80888.6692	27692.66944	10456.93694	10986.74161	118447.8827	46085.22758	28957.04399	6869.934567	29676.84288	22958.88261	54548.37097	67317.6646	100808.4379	109980.0487	44642.39266	84556.19792	37637.61901
3283	15557.55955	8706.174223	919.1163827	2454.648683	16752.19447	5868.749512	778.0836961	11017.31804	2329.038165	1455.058337	3321.562887	22599.12825	3757.256727	6094.856968	1475.811708	1974.881934	1002.647563	7207.495965	5286.860499	4808.48425	2118.235122	6805.635215	1991.244771	6382.266024	6007.215217	2015.459256	10543.65139	2647.813403	3882.397887	15629.45442
3284	68660.1942	73049.87625	35199.90881	25031.44105	44687.85399	8842.508784	34711.04294	60038.24453	25400.71388	22466.00913	35149.23637	114279.6297	70132.24817	67814.71676	57758.6895	22565.02227	33302.96563	138981.4186	13724.54978	45440.31077	13211.5184	36226.93619	120728.6669	60795.08132	88199.92289	73987.26786	65299.63706	118959.9031	117638.8089	146654.2376
3285	2008.378541	3124.31049	1828.974722	920.6024636	6044.104371	0	0	0	898.5032774	0	0	0	0	0	0	598.5077775	0	0	2768.218193	1298.097619	0	2414.732359	0	1300.952282	0	2055.084532	0	0	0	0
3286	11033.20972	56241.30755	2765.634866	784.6223478	87718.56668	15516.7942	0	5365.937758	5177.570852	28995.41299	1551.004569	2113.76415	1906.928419	0	0	0	1685.259604	816.4666967	56463.73395	3712.876517	12833.12057	3245.758453	1876.29351	5123.923863	8628.737193	2218.079424	3341.013285	1451.361389	11885.26637	4472.861798
3287	5873.903495	3957.668938	683.5273619	0	1566.087549	3803.33339	0	2413.381925	0	5062.426702	957.5370451	3084.181419	1089.115392	3051.889453	916.7312041	644.4341889	2884.443396	976.8262401	18789.85831	18865.31535	25153.84887	12221.49432	37187.83203	5741.912407	23798.37409	8645.126717	5964.921891	17299.21574	45942.67079	25156.85727
3288	32968.54449	68884.6247	15523.35598	2157.412738	30559.73475	5379.643169	6437.152084	17401.868	3292.528092	8628.020662	12266.29624	135871.9815	65707.93286	100844.4988	24711.31963	4312.366384	3183.948392	43422.992	49347.43614	33405.33419	9705.887549	25162.63367	25093.15872	138502.7987	239481.1487	127179.5902	340261.7319	57493.49545	54884.71522	269693.6247
3289	3091.60839	0	22415.86319	1251.916333	0	1125.993434	0	0	0	712.9349611	2042.119898	0	0	0	0	0	0	0	26709.88104	0	0	0	4924.831261	0	0	0	0	0	0	0
3290	1938.360265	8038.881415	0	0	0	0	469.7951137	0	0	4158.520788	0	0	0	0	0	0	0	0	14715.57204	0	2286.672086	0	0	0	0	2742.509577	0	0	0	0
3291	0	0	0	0	0	0	15987.71942	73322.62756	41493.14646	0	55887.69087	0	0	0	6012.422782	1306.898718	2252.869631	938.6886495	0	69006.54357	3207.505024	2251.419367	19201.58557	1704.568289	0	0	0	0	0	0
3292	0	0	0	0	5233.603229	0	0	2310.536979	1944.379592	19943.57763	0	0	0	0	0	0	2807.570795	0	0	3588.647758	0	0	0	0	853.0158963	1062.647591	2194.272606	0	0	0
3293	0	0	0	0	0	0	0	0	0	0	0	0	1047.593986	0	0	0	0	0	0	0	0	0	0	3438.705021	7715.163686	0	6701.540435	3043.431712	3411.770568	0
3294	25866.36913	39521.8997	10765.07639	1748.286295	8586.52144	7446.790805	2124.966832	7173.429494	2306.80096	4158.802384	2460.357505	20550.48408	8018.109594	5839.155168	817.7965907	2463.324704	47017.21247	8981.555423	186712.222	62996.52912	7820.134725	33188.93027	9150.023552	25887.69708	14117.6849	4540.726536	15100.66201	8664.146356	24205.96173	23227.18683
3295	13813.02388	26855.93407	1508.805229	1978.036595	25493.95607	2386.974518	640.2366475	958.4857342	1218.460151	2975.758893	3095.967574	20941.30866	6542.634831	2059.10515	2133.054829	0	983.9204165	21158.33492	3516.379094	6791.031422	3291.714388	1943.825204	2640.817402	11578.60191	14989.57376	3975.163327	3857.896278	4178.936026	23444.05077	12115.56534
3296	13749.72868	7713.532366	1925.392599	6947.599766	8260.766173	3207.52641	1089.638416	4395.453697	822.2497703	2238.324277	5745.181556	10353.10604	6427.464491	6998.389762	2863.676162	2137.565368	1736.325816	13703.0748	6548.704521	6722.797061	2103.259551	2480.828421	2645.245505	33410.65173	40508.47175	26109.45381	22808.53903	8138.138516	72353.95728	92708.01734
3297	48979.59017	550481.4753	2691.647885	1633.105723	59518.48026	20396.25921	4847.009547	4366.769189	11156.8951	1831.931374	3891.41966	2464.736514	2374.650222	3479.924919	1057.129522	23510.36873	6250.173164	648.6921543	868490.0765	160070.1407	221062.8788	1888008.125	418014.1603	574961.2812	638733.6177	315404.7414	700698.9925	21189.96872	9272.889126	778.671411
3298	1034.46091	2141.222338	3768.943955	2511.595124	5221.912312	2347.902786	500.502807	610.6042551	1333.945022	1369.810672	0	0	2009.411421	0	0	453.1262984	2140.645058	0	3270.772287	2052.442472	13158.10827	1159.622285	430.9251756	701.0107578	658.1938426	0	672.1627629	414.3864971	0	459.1800116
3299	0	1759.072567	0	817.2717076	10911.38861	2163.417042	2181.307841	6404.296613	4555.967897	1013.348809	2932.39015	0	1316.765774	0	0	0	3790.820933	0	2896.253852	1132.720387	6033.743325	0	0	1532.800392	0	767.8309944	0	0	0	0
3300	5678.281059	4566.421636	953.7181866	1958.889825	2600.984362	3398.371577	0	2531.191432	1719.003024	3346.187106	3694.111414	1746.981156	3843.364782	2567.135342	2115.323918	1311.994507	1715.717365	7038.185298	4017.162172	1026.73145	1336.967791	1650.776935	3161.520217	2079.356078	2422.869104	2132.032697	2695.244862	3109.661684	5237.051957	10455.18226
3301	5617.511149	10103.74949	789.1229878	734.5592482	11169.76999	952.4693199	615.4470342	4638.293251	1742.533333	3288.927757	0	0	815.3649702	1416.285883	642.0344958	1020.478965	1174.414932	1686.233821	4180.515192	6658.649135	1228.303453	9898.594379	1154.606188	11008.14483	1658.370834	0	2077.809262	2624.492226	1879.987611	0
3302	0	0	0	759.6894364	0	849.0231685	0	1552.565082	730.2001233	932.7940202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3304	0	0	0	0	0	0	2074.093875	0	0	0	0	0	0	1334.030652	2325.799399	0	740.8484095	0	752.8446074	0	1200.711813	0	828.8621574	0	0	0	0	1714.945891	0	0
3305	0	0	0	0	0	0	0	0	0	0	0	0	0	2029.012655	0	2635.337681	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3306	5626.594566	12879.22298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3307	16765.68113	0	0	0	0	0	0	0	0	0	0	2593.747475	0	0	0	0	0	0	0	0	0	12607.00579	4659.088446	12859.12482	0	3982.329961	16577.02061	17596.36111	0	0
3308	0	0	0	0	0	541.6790436	0	0	0	0	0	0	0	7565.108441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3309	14754.89207	9123.615072	4132.55459	1518.213404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4194.191042	0	0	1494.173106	0	1938.122715	0	0	2335.549446	0	0	0
3310	0	0	0	0	0	0	0	0	0	0	0	0	699.5527114	0	0	0	1036.415643	0	0	0	0	0	0	0	2017.837276	0	0	1182.648236	0	0
3311	3983.523782	4702.149152	0	1092.203057	12074.80083	874.7657357	0	0	1245.9322	7379.218142	0	0	599.3819687	0	0	2248.106248	0	0	8430.063988	6065.708496	0	0	0	0	0	0	1607.043691	0	0	0
3312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1470.553057	0	0
3313	0	0	0	0	0	0	790.8531992	2080.673131	0	0	0	0	0	0	643.5670492	0	0	0	4346.013044	0	0	0	0	1552.728399	0	0	0	662.2611214	0	0
3314	18304.37886	18217.33162	41697.25644	23656.54392	107634.441	21029.97013	17276.98232	12415.09668	5191.798328	148327.5836	4563.869833	56162.30217	29471.30072	68513.7607	7886.572536	9798.925643	8097.617852	111317.658	22145.76572	11362.45402	24301.7101	6830.71586	12856.06512	11002.78825	20060.76984	22290.83507	10237.82862	13233.3019	6670.399254	20717.46913
3315	3525619.666	3435514.02	3687206.628	3711209.736	3380398.088	3702893.759	4405204.228	7784387.432	2222575.323	2488868.904	2675666.756	3956749.265	3066615.031	3343836.046	2986542.93	2979470.918	2291535.412	3432462.368	1427517.552	454923.8122	2877863.092	1357308.94	1565447.208	1606997.623	1310595.277	1467734.147	1409973.325	1275359.163	1108890.299	1332840.607
3316	1002.405165	0	477.0670196	493.9411444	1039.400159	506.816275	319.8624425	522.9630704	815.2091901	572.555988	785.0464704	0	1110.271459	0	274.5461182	367.2775384	376.778385	0	0	0	0	0	503.0622761	0	0	933.8219069	633.1164862	717.6926669	0	607.9743036
3317	20206.30298	23294.23761	12373.85716	18578.58635	24311.72998	15980.41333	6989.609249	6047.792031	18832.90691	8710.616433	10232.25633	10630.94817	27876.2803	10173.88243	17430.50733	9395.805773	40627.86159	10799.72519	21956.04473	10506.84735	10213.14937	5857.98729	3072.131171	14240.34407	9093.429097	11675.74545	6482.177467	7109.196924	7256.19729	12327.74486
3318	22060.64454	138759.1218	23976.01297	8770.541896	57418.28024	46166.09944	8698.631206	33603.55516	30753.66607	14824.62512	7785.654341	6895.443786	15379.1755	53498.84511	10151.07644	8148.706094	87945.82163	6500.317669	184362.9779	252325.7199	268240.1142	169426.5727	30072.95711	103424.8988	68438.20515	81312.02798	56717.53727	36912.92179	47759.56946	59931.29115
3319	25952.45051	91979.46302	149345.8522	20115.22873	175177.5644	43039.61932	31313.9113	82299.60363	15782.5104	133692.2961	15922.49819	15272.47938	190761.1539	49436.185	15992.36579	10267.71383	99443.20362	53718.21559	66998.49462	76553.58622	42608.35533	19005.44371	19733.03425	52410.76841	41805.94509	21648.01136	27586.50724	20735.39441	18111.26939	14555.32842
3320	7262.19828	6990.922004	2128.417338	906.4496658	14893.17812	15160.37671	3058.313973	1367.819549	2359.83931	7192.216988	3095.779341	3978.094174	14251.27556	11861.27704	724.5212995	894.7106642	1718.128516	6422.197995	4204.641327	1617.119844	4049.009387	2590.435759	2025.562613	3965.069328	1412.536352	4002.281199	3272.398921	1773.842897	15696.66722	2553.965701
3321	15073.7763	27324.25318	4242.112486	4063.860951	4362.739402	4192.525667	6589.618135	2781.595601	2273.450435	6105.800854	4455.096338	2807.438317	4527.487771	3021.563541	1750.951621	1547.477732	4333.689859	30505.28999	24601.9658	24336.64831	11786.66926	19133.9779	10233.84689	23294.27799	4897.155504	6917.99214	7922.150299	2843.31782	6478.527671	13191.31353
3322	2582.069474	3795.064681	1722.74805	566.8226953	921.7078066	557.0017219	1618.4727	1148.787357	668.009457	1090.460208	4812.852156	1130.351438	1671.169143	1011.465548	9114.795437	1349.58535	734.3682179	574.5040305	2045.348924	1621.217633	673.1178789	1545.361705	564.6495675	1769.069539	884.6216161	1395.261255	1114.551685	419.1595031	2733.170871	1632.789077
3323	2425.033279	14381.79051	6668.393044	1469.908565	6642.157801	10108.01501	1309.754127	3899.747196	3558.634318	3370.243889	3657.954441	2997.986755	9568.788992	3387.252552	1954.403985	5510.225478	1567.74323	10565.69778	24615.08228	7146.401421	6608.671763	5139.661706	6203.369714	10340.19444	5136.129841	4269.503323	8003.033659	6610.57341	8161.138961	4845.546176
3324	2355.378339	4518.639939	850.841644	1272.013644	18342.94687	2225.33527	1100.601554	1624.417682	817.9505052	1211.784986	1898.946196	648.7180017	8124.373042	494.3171599	573.8626624	486.1214077	3067.42986	20107.95651	3337.907549	4117.794485	5666.575453	0	598.1775971	0	0	0	0	0	786.4292247	389.6581816
3325	2444.07091	1978.155149	43726.9118	483.1046779	4282.701558	669.6007626	1220.452868	2802.205928	780.6159225	1248.383751	684.0434279	1176.817554	1546.867237	1121.037325	615.5838235	431.3993593	625.5755187	312284.9794	1860.448358	2015.905372	2102.652861	987.1623269	1433.55661	2996.040837	2358.991246	752.0779517	2253.650263	1419.563536	2938.015186	2083.064992
3326	5405.864501	12162.31065	2662.548695	1359.565222	3344.57202	2621.390957	565.3798545	1068.331429	1421.894417	6118.108226	1191.778516	584.6185539	1301.151233	693.4274493	335.7343145	558.9539059	1976.783973	1906.58104	3363.552222	3891.749884	2988.871148	3127.991721	3842.493891	1352.164125	1918.389296	1332.395239	1816.211003	900.3816946	613.6683339	651.3100049
3327	32281.54176	80293.26038	10145.9581	4916.312771	55237.75802	21749.56681	4160.535168	11972.59128	9760.161765	25763.99663	11130.41804	12591.80808	22261.04774	24033.18234	4544.451346	8128.637126	2430.399005	193511.9467	41738.01504	19440.11588	15868.79689	13676.69776	18389.12191	21782.65175	16866.06328	11553.89185	8778.502544	20404.36698	37564.21108	9426.785695
3328	8561.097156	25526.57902	2130.063057	5526.926555	36868.91113	20380.065	7218.851205	6863.911843	10498.42549	28631.66242	2047.284044	4175.082043	17042.23118	11643.88375	2311.815473	1656.587245	3869.222867	1442.491583	90021.89621	5810.524875	9807.831249	5097.516138	8776.206869	8634.558197	13713.64705	1959.393609	3341.29855	4402.970095	72297.43496	11745.38173
3329	17653.08212	27495.27029	2794.228401	2916.916028	105297.7719	12215.00155	10795.02655	6768.903002	17346.11491	19795.65013	13094.91491	22997.91326	21386.58302	13781.65274	3749.967474	19081.87818	17723.79802	38527.61808	20126.77677	15880.8733	8822.22237	9232.898055	7405.651396	8085.861353	12270.39541	24146.38553	26769.21506	6664.813345	13370.22165	15445.1831
3330	165019.3281	452405.4846	89104.03498	51183.58371	138938.0708	66311.74661	23481.04757	50181.57902	88554.62874	208962.5018	79651.43904	33496.09863	10805.7121	38200.985	17591.40896	79462.35225	3399.944495	73286.31438	414591.8695	436436.9934	321588.076	317639.4306	209349.5729	130815.9827	159607.589	211697.4327	251832.5089	72606.14946	353905.3139	178652.1
3331	379415.3465	461279.7413	123776.0515	113433.4313	325220.8404	149066.7873	57463.62547	101301.3722	96961.76622	185144.0306	93093.8742	186187.3575	262951.2578	186265.5424	59305.25096	74612.13351	7507.999063	101347.8108	368083.7213	434090.9902	620975.6996	565427.222	171982.6704	316237.304	216925.3709	157292.4513	181712.5725	192053.6649	142146.8903	202158.5623
3332	5159.398643	18218.17816	913.6610585	756.1124059	25774.98746	8651.751487	7503.195582	12992.26145	1478.397259	4485.10357	3605.883159	4396.311535	4674.0099	14422.99845	1860.390899	2838.402231	2142.795749	6249.778098	0	4127.34	0	1735.894798	2379.631108	2486.362196	2001.290929	3653.50931	3665.273618	3821.821403	7692.814231	1743.831034
3333	19836.79682	14635.61778	7344.211307	1672.181827	9400.915	5027.916396	2930.303754	7607.547708	7170.690654	10436.05744	12011.5246	17794.47969	9038.617058	5762.19242	6982.586379	1867.892313	2437.164006	81380.87339	26448.10873	27847.31885	8635.203929	11109.51844	8116.891369	25279.69829	14833.19571	2535.095556	10634.25227	20579.01527	15599.88346	31898.64156
3334	8618.873307	32938.77573	2250.167182	1390.415738	10352.68654	6671.522577	1953.072018	7742.13664	4172.664108	7621.033733	4336.563254	7405.605604	18958.0797	13943.5572	1719.228796	2239.281324	16478.5066	5705.991997	16250.181	19985.00516	9822.523247	8065.230579	8478.598158	19007.44142	21159.26981	5829.167165	6006.826918	10503.49447	16995.92445	19006.26401
3335	13100000	19400000	1717092.472	1423684.577	8853683.805	3613240.52	3470578.329	7690360.822	2914621.09	4158790.948	3364924.367	8570680.133	6982151.981	11100000	5573793.812	2734365.168	725040.8252	9447018.732	1.1e+07	8544503.037	5568582.854	2599518.997	2860956.734	17300000	11700000	7379806.42	11500000	10800000	15200000	12700000
3336	3654.884997	15418.53992	8994.360818	13620.72241	84123.52132	1087.170172	0	3171.357549	4975.193046	33150.44167	0	4686.323449	0	2768.158894	0	907.1279542	0	0	26594.79074	1327.310272	1233.452612	6510.999417	10501.84859	13565.77037	14817.59643	19557.27003	9489.961204	2750.22317	4102.439344	2919.199055
3337	4103.153152	10441.87896	3611.366588	1385.832662	4236.25841	2825.057156	2348.274311	3067.465482	1157.79278	1442.722542	3671.654647	1693.864238	2335.844474	1180.548454	1281.437291	451.0721548	1371.675284	9805.703285	4112.561322	11973.90816	8128.748478	3126.109601	3007.919474	3039.629035	2014.806922	3214.332137	1948.420898	2689.668619	5918.393209	9278.381808
3338	4795.189255	16761.67887	952.8335962	5727.780478	2386.704548	3225.377375	1586.197279	1189.644152	927.1187296	1278.163525	1491.70916	801.8943149	2472.6861	1568.916542	835.0703426	618.6048279	564.8731837	1199.022218	8515.515179	4597.359344	4103.795062	1889.739064	2591.494178	1728.147352	1761.373082	2213.213447	3354.092586	3175.613552	2715.551786	5250.162134
3339	12848.46	47459.24564	3766.941278	12165.8865	44474.88715	5674.8024	1256.687826	7531.601912	5819.643599	59117.19746	8068.489445	2415.975245	7561.040999	15023.30538	1107.657346	1098.332909	5479.979398	6074.595186	26348.17267	5363.621676	26966.54007	2435.198602	3916.667447	4307.924596	4124.555201	4891.884979	27628.0077	4733.830324	4756.849712	4495.32986
3340	7230.409727	2130.853125	0	0	5387.303365	5358.313968	3494.243001	7344.748352	0	4036.980471	0	0	0	5041.95609	10513.00257	13685.58612	0	7500.449178	17870.85382	18252.50923	12002.49657	10915.69632	0	0	0	0	15054.46969	6609.197111	2297.562552	2418.629471
3341	1581.118767	2180.824501	721.4560566	3396.708993	2872.296561	909.8385736	1118.112931	879.2948792	1146.133565	2135.173253	1249.686855	1430.98549	2124.285141	1744.203088	1097.084999	1182.698893	1074.790332	3259.083425	3387.390887	1397.545563	3976.100648	1613.843333	1394.866552	2567.16087	4518.175016	5026.53836	3458.58761	2833.199132	4449.916793	1258.230214
3342	3161.091597	7909.991897	951.6875381	2484.541436	2014.084134	1994.49409	3254.364917	3764.704078	4193.718923	5406.836123	22822.24752	2611.123227	8681.956815	2417.740343	4082.577235	1218.927242	3765.742702	13125.28848	2066.990484	2079.459482	5396.341748	12198.78813	1477.686098	7997.715091	7110.977312	58720.16805	17543.82344	9461.693285	6236.923237	10981.48942
