FeatureID	Compound_Name	mz	mtb_group	molecularFormula	adduct	most specific class	level 5	subclass	class	superclass	all classifications
2840	Suspect related to Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	540.3055624	phosphocholines	NA	NA	NA	NA	NA	NA	NA	NA
397	Suspect related to taurohyodeoxycholic acid	500.3044869	bile acids	C27H47NO8	[M + H]+	Fatty Acyls			Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2832	Suspect related to taurohyodeoxycholic acid	500.3046021	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
3157	Candidate Dihydroxylated bile acid (delta mass 374.2821; sirius atomic difference: 24C, 38H, 3O; buddy atomic difference: 24C, 38H, 3O)	767.5819766	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
4312	Suspect related to Spectral Match to Sebacic acid monomethyl ester from NIST14	243.1592272	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
1471	Suspect related to Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14	518.3241347	phosphocholines	C19H33NO5	[M + H]+	Pyrrolidines			Pyrrolidines	Organoheterocyclic compounds	Organic compounds; Organoheterocyclic compounds; Ketones; Alcohols and polyols; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2435	Suspect related to Jasmine lactone	215.1280084	fatty acids & other lipids	C18H19NO4	[M + H]+	Amino acids and derivatives	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Pyrans; Benzopyrans; Coumarins and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Quinolines and derivatives; Hydroquinolines; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; 1-benzopyrans; Aralkylamines; Dialkylarylamines; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
693	Suspect related to Spectral Match to Bilirubin from METLIN	584.2628878	unknown	C32H57NO2	[M + H]+	N-acyl amines	N-acyl amines	Fatty amides	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4324	Suspect related to 3,6,9,12,15-Pentaoxaheptacosan-1-ol, hydrogen sulfate	592.3725292	unknown	NA	NA	NA	NA	NA	NA	NA	NA
3631	Suspect related to 2-((4R)-4-((3R,5R,6S,9S,10R,13R,14S,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid	517.3308429	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
791	Suspect related to 2-((4R)-4-((3R,5R,6S,9S,10R,13R,14S,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid	517.3309188	bile acids	C18H32O3S	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Thia fatty acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
792	Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphocholine from NIST14	518.3216819	phosphocholines	NA	NA	NA	NA	NA	NA	NA	NA
750	Suspect related to Massbank:NA002839 8-Prenylnaringenin|(2S)-5,7-dihydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)-2,3-dihydrochromen-4-one	379.1180021	unknown	NA	NA	NA	NA	NA	NA	NA	NA
749	Suspect related to Massbank:NA002839 8-Prenylnaringenin|(2S)-5,7-dihydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)-2,3-dihydrochromen-4-one	379.1179728	unknown	NA	NA	NA	NA	NA	NA	NA	NA
516	Candidate Dihydroxylated bile acid (delta mass 409.3193; sirius atomic difference: 16C, 35H, 13N; buddy atomic difference: 24C, 43H, 1N, 4O)	802.6185183	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
86	Suspect related to Massbank:LU030803 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol	288.2533403	unknown	C29H48O2	[M + H]+	Vitamin E compounds	Vitamin E compounds	Quinone and hydroquinone lipids	Prenol lipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Ethers; Prenol lipids; Organooxygen compounds; Quinone and hydroquinone lipids; Vitamin E compounds; Diterpenoids; Benzenoids; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
467	Suspect related to taurocholic acid	596.2557051	bile acids	C18H35NO	[M + H]+	1,2-aminoalcohols	Alkanolamines	Amines	Organonitrogen compounds	Organic nitrogen compounds	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2759	Suspect related to Spectral Match to Glu-Val-Phe from NIST14	295.1292126	unknown	C24H43NO6P2	[M + H]+	Dihydroxy bile acids, alcohols and derivatives	Hydroxy bile acids, alcohols and derivatives	Bile acids, alcohols and derivatives	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Dihydroxy bile acids, alcohols and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 7-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4200	Suspect related to taurohyodeoxycholic acid	517.3309656	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
894	Suspect related to Cholic acid	817.5821148	bile acids	C26H28O6	[M + H]+	Alkyl aryl ethers	Alkyl aryl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Pyrans; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4245	Suspect related to taurocholic acid	596.2555233	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
896	Spectral Match to Cholic acid from NIST14	839.563945	unknown	NA	NA	NA	NA	NA	NA	NA	NA
419	Suspect related to 1-Oleoyl-sn-glycero-3-phosphocholine	524.3711662	phosphocholines	C18H28O2	[M + H]+	Lineolic acids and derivatives		Lineolic acids and derivatives	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3778	Suspect related to Spectral Match to Ile-Arg from NIST14	286.1764115	amines	NA	NA	NA	NA	NA	NA	NA	NA
4186	Suspect related to taurocholic acid	498.2887667	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
1054	Suspect related to Massbank:PR311013 Feruloyl putrescine (isomer of 1173)	411.1911889	amines	C31H56NO4P	[M + H]+	Hydroxysteroids		Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Phosphoethanolamines; Hydroxysteroids; Secondary alcohols; Carbonyl compounds; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4153	Suspect related to taurocholic acid	462.2676831	bile acids	C59H102N6O20	[M + H]+	Oligosaccharides	Oligosaccharides	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Oligosaccharides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; N-acyl-alpha-hexosamines; Polyols; Aminosaccharides; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
371	Suspect related to Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14	482.3242682	fatty acids & other lipids	C21H32O4	[M + H]+	Lipids and lipid-like molecules				Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1578	Suspect related to Spectral Match to Met-Val from NIST14	281.1497807	amines	NA	NA	NA	NA	NA	NA	NA	NA
1948	Candidate Trihydroxylated bile acid (delta mass 510.1265; sirius atomic difference: 24C, 22H, 4N, 7O, 1S; buddy atomic difference: 32C, 18H, 2N, 5O)	919.4187676	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
523	Candidate Trihydroxylated bile acid (delta mass 510.6273; sirius atomic difference: 34C, 78H, 4N, -2O)	919.9203316	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
4116	cholic acid CollisionEnergy:102040	426.3208904	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
304	Suspect related to Spectral Match to Hexaethylene glycol from NIST14	432.280738	glycols	C40H75NO6	[M + H]+	Sphingolipids			Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Carboxylic acid amides; Lineolic acids and derivatives; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
248	Suspect related to Massbank: Lauramidopropyl betaine|3-(Dodecanoylamino)propyl(carboxymethyl)dimethylammonium|carboxymethyl-[3-(dodecanoylamino)propyl]-dimethylazanium	399.3584152	unknown	C18H28O2	[M + H]+	Lineolic acids and derivatives		Lineolic acids and derivatives	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4160	Suspect related to 2-hydroxy-3-(2-hydroxyacetoxy)propyl palmitate	471.2720778	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
1697	scopoletin CollisionEnergy:102040	193.0496536	unknown	NA	NA	NA	NA	NA	NA	NA	NA
577	Spectral Match to Phe-Leu from NIST14	279.1705477	amines	C29H38N10O4	[M + H]+	Alkyl aryl ethers	Alkyl aryl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3651	Suspect related to Massbank:LU118802 N,N'-Dicyclohexylthiourea|N,N'-dicyclohexylcarbamimidothioic acid	209.1649838	unknown	NA	NA	NA	NA	NA	NA	NA	NA
366	Suspect related to Spectral Match to Hexaethylene glycol from NIST14	476.3069088	glycols	NA	NA	NA	NA	NA	NA	NA	NA
2218	Suspect related to Spectral Match to 15-OxoEDE from NIST14	291.231628	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1959	Suspect related to Parthenolide	207.1017226	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1364	Suspect related to Jasmonic acid	195.1380438	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
2879	Suspect related to Spectral Match to Oleoyl L-carnitine from NIST14	416.3372758	carnitines	NA	NA	NA	NA	NA	NA	NA	NA
1435	Suspect related to Spectral Match to Cholic acid from NIST14	440.3370425	bile acids	C23H20O6	[M + H]+	Linear diarylheptanoids		Linear diarylheptanoids	Diarylheptanoids	Phenylpropanoids and polyketides	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Flavanones; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Diarylheptanoids; Linear diarylheptanoids; Hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
3597	Suspect related to Spectral Match to 15-OxoEDE from NIST14	291.2319251	unknown	NA	NA	NA	NA	NA	NA	NA	NA
876	Suspect related to Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14	480.3451123	phosphocholines	C48H80O8	[M + Na]+	Hydroxy bile acids, alcohols and derivatives	Hydroxy bile acids, alcohols and derivatives	Bile acids, alcohols and derivatives	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Steroid esters; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 7-hydroxysteroids; 12-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
