FeatureID	13L.T1	13L.T13	13N.T1	13N.T13	14L.T1	14L.T13	14R.T1	14R.T13	15L.T1	15L.T13	16R.T1	16R.T13	17N.T1	17N.T13	17R.T1	17R.T13	18L.T1	18L.T13	18R.T13	20N.T1	20N.T13
111	3838128.09	3502233.622	3434904.218	3758447.147	3890471.846	3890964.472	4110502.28	3322555.414	3934402.298	3684778.791	2597492.142	3551676.38	3681210.779	3726662.28	3617819.188	3567719.041	3618792.11	3630803.411	3556811.238	3870612.534	3457198.56
112	326826.6064	1343762.55	610260.6199	390346.5923	688700.0717	426276.1194	626871.5315	928278.6281	722710.0595	928904.0549	740834.0104	567357.7998	727743.7955	721898.1398	353729.7375	692855.0269	437096.6867	417007.6122	545358.3832	427768.4675	881362.3001
113	79700000	85300000	84600000	93900000	85900000	96200000	95500000	99500000	85200000	98300000	91200000	95300000	9.9e+07	95600000	81700000	92300000	92300000	1.03e+08	86700000	98700000	98300000
114	604302.4762	611625.922	1650542.057	645922.1579	2225535.735	714382.5622	577462.7452	485404.4698	683750.4584	772771.4107	514699.0372	555082.7389	604755.0939	650491.9588	696615.0372	489583.5276	604243.2209	553810.6388	529371.0257	1903855.09	510175.7318
115	9087237.994	6799940.67	7702742.296	2946206.855	8039548.452	3165296.547	3924843.762	792745.8746	8227928.058	2210346.766	1856160.94	885009.5783	3334142.557	2372913.625	10100000	1795658.755	2349680.171	771669.6778	4983568.655	4286140.234	966343.5511
116	936933.0479	1031679.182	916851.1017	964068.5996	964647.1061	920157.9556	961296.3096	880182.597	955632.5685	913562.5726	1015512.804	946300.9167	890585.3327	990076.2195	897314.888	981526.205	942352.8831	973910.2644	942729.8014	903438.5389	985787.1438
117	6680583.984	11500000	5041030.435	4014642.279	2241915.897	3443941.992	2035321.515	2003065.623	4155575.886	4894533.015	2231965.671	3543506.988	6031373.957	4212378.415	9572258.936	2915589.073	2011830.867	1871174.837	4106399.087	5257445.873	2864303.745
118	6733315.332	3536006.116	3878053.868	1551555.595	4355024.648	1345142.755	4571334.232	682475.1933	9349022.648	3253961.13	1741186.474	820023.4556	2343693.165	1112040.666	7818588.888	904754.6644	938966.7856	539690.7329	2330331.319	6063240.389	1193081.715
119	191784.636	510195.524	289671.3155	253655.7116	270539.734	274263.3524	158914.2427	179994.1341	260356.2291	371394.0938	189775.4454	256185.9891	338545.8097	360342.0643	705591.982	294826.4923	245921.687	214881.7772	313228.8184	391321.9757	297277.8094
120	18900000	22900000	3254272.863	4205143.565	3752063.616	4699866.15	3563257.535	3224021.828	8572911.367	5555592.593	4127272.668	5907007.339	24800000	14100000	18900000	5032408.887	2391696.257	2483853.306	6093620.828	5761617.028	2458526.502
121	6275424.423	2135651.576	5312886.116	4632716.913	3666858.035	4119291.941	3827983.202	3215127.66	6331888.119	9845624.863	3850993.229	4210261.557	1637962.198	677573.1179	2059020.853	1156340.871	1134705.78	926678.3294	632805.0046	4588286.973	953738.9974
122	1528109.263	1579872.273	1797026.366	1009869.271	963823.766	1153673.306	811948.9523	685487.5184	822140.8244	747175.264	743628.9924	698451.6866	2019014.544	616058.5526	1221381.086	330660.5072	534493.6125	309073.46	553719.6357	1064749.441	394242.8481
123	2235851.634	2296596.785	2182442.88	2106201.323	2247654.377	2218736.068	2039825.937	2122275.251	2209862.703	2068829.793	2137022.391	2101672.509	2110093.967	2106713.468	2235510.661	2014477.798	2148148.081	2175370.031	2107508.185	2219667.175	2072333.886
124	168045.9048	577728.52	25047.45416	1069922.966	134855.2909	463189.5602	371216.1611	2657044.309	425051.9792	1926536.256	102765.1023	1210875.042	483263.1096	711073.9577	53195.00506	277243.9598	383392.903	503932.9677	274555.8626	387957.6508	494645.3283
125	901351.9933	1632744.597	1436796.211	1225494.241	1628536.581	2636113.672	6600677.422	2788656.64	2066024.662	2511468.202	1413673.08	2033524.661	927418.9856	1706414.334	855020.3735	1384905.085	1458382.634	2187202.789	1381290.165	1671070.895	1003181.799
126	6833542.561	11900000	6269905.647	7239017.954	2499131.874	5686659.677	1843206.902	3377595.082	6021075.658	29700000	4428225.868	14200000	860555.6832	580501.3986	1534791.102	419063.1669	689572.5126	437820.5041	1027212.244	2450184.166	575228.132
127	10600000	16200000	9422967.269	8400107.871	12800000	15700000	7941770.698	6577961.546	11100000	12500000	5640542.835	10100000	12200000	9357846.782	20600000	7653041.43	10500000	5499614.081	21400000	29200000	7779305.4
128	1196097.478	581881.1388	1672242.04	632743.9577	1698733.086	2487661.18	1244452.442	864143.9441	1710554.188	688146.7456	947185.7724	1399442.687	2071726.205	587366.1288	3492710.832	953894.8177	599508.8908	532715.8494	1214999.688	997114.0742	454711.7493
129	1375927.416	1425046.062	1384939.33	1231469.907	1450249.236	1291404.625	1330175.946	1201715.633	1435763.644	1319166.398	1384019.835	1351129.728	1303675.914	1261894.63	1399643.589	1362970.016	1334216.24	1381569.963	1426572.517	1340928.075	1400540.191
130	177767.1381	83103.15348	111836.5382	83393.6136	65871.7062	102874.268	36013.67545	57812.87004	475120.5696	109600.0637	35692.2363	170786.736	621141.2112	526342.0248	648494.2722	89993.25253	71750.46079	148206.5554	413751.2849	580891.3284	192194.1562
131	1802590.808	2725229.613	1641157.619	1205174.267	1742768.727	1775856.547	1051170.54	806115.5847	1577994.214	1014315.195	816123.6563	1188721.988	1247381.747	890022.3699	2605554.675	690617.9071	945685.0468	608894.6363	1554341.011	1184483.59	618310.1945
132	2119503.524	470965.8664	1127559.241	553182.0274	1391018.042	601713.8521	1263061.345	286838.4581	1278304.868	638814.5604	217896.4697	246617.6055	1859562.145	669567.5037	2966717.97	392640.7277	105495.059	74189.27449	658870.6905	1413278.946	317784.4726
133	3236660.123	7946067.304	3699629.954	4903955.902	2841736.119	5470039.358	2340144.205	4140225.301	3151444.416	7031231.946	2455394.85	5621568.722	2558703.746	2991472.135	4193841.046	2370891.116	2499877.802	2400130.986	3449480.478	3075742.967	2617863.471
134	1080561.288	2001353.375	644230.5692	779700.9598	1985509.52	2492618.385	1185325.424	2334467.746	585219.7159	998442.8559	509953.5493	1828331.282	1496775.004	775943.515	662966.2832	476787.5994	1855050.02	1561110.532	878396.7833	1575893.348	894874.5043
135	2874975.313	3070138.956	1738593.62	3841984.012	2401790.246	2633509.887	3878638.813	5543398.582	3583798.215	2075555.194	4105105.898	4123783.524	3180730.639	3561965.039	1546845.326	3092525.286	2935586.343	3605612.627	2213503.635	6122695.578	1331750.031
136	1862040.544	1901127.246	1831403.486	1865202.605	1881139.361	1823091.829	1862087.765	1927530.618	1793196.826	1899451.558	1937396.335	1847747.53	1810718.484	1885539.566	1870822.136	1874744.09	1805962.766	1847580.991	1759855.747	1779419.661	1767846.374
137	782933.4113	425240.2743	415814.9435	446269.2357	483380.5261	425610.3201	507928.6681	521206.3246	658055.1479	446211.9346	523819.2374	643507.1793	416609.6282	608959.4431	673347.1509	460136.8521	695633.1078	531482.7296	769085.3749	483723.0147	788936.3518
138	256555.91	1136764.295	122523.3477	5295545.496	343012.7711	2930045.57	666856.1208	4604198.052	196900.0537	10400000	3007008.012	8092567.809	796063.1232	1088737.002	68037.84332	1076738.649	1097238.375	1903554.12	187687.4465	196905.42	1404143.642
139	171003.2808	489555.7875	461991.0277	237768.4696	104179.6973	83455.99964	118103.2497	172251.2714	75299.40261	192345.1718	165258.0028	268286.9552	3174354.087	512250.6561	472640.3916	130615.6373	166722.9129	42062.59616	63736.52322	262277.6104	64113.16965
140	1.8e+07	7782304.135	11800000	2628047.147	12500000	2584016.981	13100000	1315492.226	25400000	7405917.071	2423717.049	1229420.247	8336853.697	1952941.287	20700000	1756859.491	2027710.978	941198.2977	5524011.074	1.8e+07	1689197.93
141	463583.7978	929758.767	295294.214	661205.0993	922894.4636	1654450.299	704270.2585	1667274.594	459702.3281	826380.2694	383254.0139	1177219.016	751565.3686	591904.5522	393830.0951	374612.603	1211567.1	925587.0367	499392.3847	960712.9013	483997.3809
142	1773882.199	1848073.284	1766567.957	1783951.2	1780582.315	1705203.183	1830639.705	1868152.468	1708413.984	1814660.517	1782688.682	1758717.872	1759859.182	1802909.043	1794876.983	1796642.445	1729472.566	1771982.574	1704821.494	1696320.492	1725938.149
143	1014757.547	1247260.219	443187.3552	423046.0444	283893.7772	338261.6476	210302.595	193882.904	501854.3871	651363.2148	315241.7676	458517.8216	1016687.705	913437.7301	1379329.867	201555.81	296759.4111	247671.5662	476965.3937	496487.9055	294846.0563
144	1818710.922	2002785.711	2041740.55	1825897.108	1891770.915	2077414.562	2000871.622	1975626.757	1931586.447	1754506.035	1965774.215	1899759.787	1944395.945	1751757.292	2127741.513	1778906.898	1800169.43	1905407.342	1877220.85	1968666.81	1758362.869
145	61700000	1.02e+08	47700000	43300000	11600000	16200000	9289392.024	9201804.341	25900000	23800000	1.1e+07	17600000	34500000	26700000	4e+07	14200000	9412695.236	8874930.793	19700000	48200000	13900000
146	3997154.452	4496903.037	917350.5374	728943.6144	557512.0227	718224.1365	669277.1844	508521.4248	2121727.123	1313075.019	830071.595	1260509.88	5252697.232	3871011.076	3605913.394	1205952.697	691917.3516	714323.7966	1387200.005	1288016.875	707362.497
147	15900000	4632983.884	11800000	7249910.996	978569.0457	4937572.581	4735090.674	958786.5029	1788856.79	7115029.222	4447092.916	5417668.967	16300000	7612953.445	17700000	5664797.502	3282896.289	588199.3967	6731061.905	2084754.74	3282492.122
148	1632564.066	1550188.117	1706357.159	1687553.728	1730703.139	1603088.13	1679455.095	1573911.883	1608740.603	1713484.081	1757373.15	1605072.37	1553871.023	1608691.776	1586225.523	1682078.061	1626994.515	1588919.3	1671088.947	1549869.082	1621795.816
149	2173535.597	1757402.111	1214867.533	260424.3842	546101.7193	159105.4663	366662.2657	178027.3806	823433.4565	401096.1789	152768.2561	195530.1783	1288290.943	422380.0361	1822714.55	362546.4342	432447.0518	324140.6396	778656.9921	1324595.154	353260.6581
150	2048692.399	3705580.462	3731554.673	3620263.755	1966346.107	3579776.752	3812604.428	2007402.799	2086575.73	2000251.57	2066858.001	3843682.714	3722500.984	1928737.214	3872034.829	2035545.515	3803774.953	3744731.649	3999936.816	3823693.603	3934568.676
151	1527965.138	1400583.05	1358125.226	1383805.419	1435331.006	1382756.095	1349953.456	1409526.469	1397954.524	1371795.434	1082525.687	1389886.655	1371148.661	1367715.481	1387182.009	1214110.319	1375511.744	1313777.777	1341480.128	1405403.503	1351651.298
152	3465737.986	3492508.293	3616697.43	1895826.217	1853507.686	2188140.553	1493520.011	1265679.459	1674417.455	1637419.455	871844.9674	1508224.643	4072013.585	1181619.513	2470274.032	537949.5598	1063557.751	513053.7842	1084643.384	2166396.56	727993.6487
153	2471881.681	3794228.863	2167452.692	1635048.738	1699579.629	2204640.879	734742.3445	965182.9157	923885.5139	1229714.727	671656.7711	1556829.066	1343822.861	587644.7469	3776579.831	959193.6552	1602364.768	692314.5158	2383049.256	2170583.859	528492.7624
154	825330.1059	563902.6362	1438126.354	402254.3889	1058607.367	923648.7521	3771396.384	263122.2134	11600000	108458.6942	981430.3784	278237.149	940441.3262	566202.232	1783826.888	570072.282	710815.7295	741045.88	224253.101	4006919.139	405811.9824
155	7848.768457	768683.5862	152343.5615	4553078.021	123881.2521	2152277.321	336078.7505	4738897.26	118875.225	9981241.132	2081533.376	5913894.971	627560.8613	839211.1484	1632.107228	730061.9616	893227.7452	1537320.771	127081.9808	535231.0518	1257350.529
156	1239210.752	987181.8348	1021965.242	965021.4268	1050129.024	925000.2686	1064091.204	975084.0397	1152046.252	1069886.721	1008705.795	1085654.293	563070.1901	1007233.366	1194455.598	1008265.023	1085235.03	961484.4481	1142295.483	627361.2796	1225825.617
157	14100000	11600000	2e+07	13100000	15900000	14100000	15200000	1.4e+07	16100000	13800000	13500000	12100000	11200000	9084750.862	16600000	10700000	11400000	9516960.215	9732160.39	11800000	10200000
158	261720.1139	212070.8786	537838.2877	1081784.156	272447.5131	547760.8319	470438.148	1076810.639	201963.3329	2229008.315	890882.8364	1215306.397	839215.8255	359388.8785	90965.06201	516906.6106	471326.7722	515819.0864	221746.6244	674000.7564	404811.6171
159	403322.8652	262770.4419	250352.5251	722936.5011	780989.3988	1590292.998	879191.7169	1338105.279	293050.6811	462870.243	245397.8524	1198653.236	748218.1996	686852.8119	113767.3812	370984.7281	690970.2327	710937.2124	587125.2869	751987.6101	736485.1202
160	1670252.495	2090071.219	1827877.051	1451301.264	1695953.746	1825340.605	1288900.238	547771.9287	1864396.992	1942420.498	681482.4251	1762635.905	1882577.124	931571.4572	1891981.039	1140230.249	1714860.142	1833141.236	2237772.907	1809994.708	1758786.844
161	15600000	13300000	12300000	7316078.151	13900000	6922507.209	9901671.384	4471443.312	12600000	10100000	5633676.216	2816368.13	8204737.912	6270785.993	2.1e+07	5519895.919	4925608.786	2235679.268	8449558.738	10700000	3469051.876
162	667127.8774	3635774.127	854495.8242	918049.941	1108887.261	1972129.478	383059.3268	750178.3182	409641.655	4291629.297	821376.3877	3291244.062	455870.9406	756071.3476	1694952.293	687109.1543	447209.6471	264333.5232	912173.9379	2014787.974	1432325.056
163	760677.9605	6124952.354	779344.472	1049362.424	1363298.268	1208629.924	1517955.822	620613.1869	897065.7785	9114571.867	588515.8755	826013.3069	378436.7008	529881.2145	3135707.81	1036461.835	440166.3186	633758.906	4630131.921	2311894.599	1042517.118
164	4510299.43	3556928.996	1892701.112	1256526.785	927693.8327	1262158.461	828976.2183	745073.6953	1824386.584	1583831.675	837462.9538	1048438.696	3003026.66	2091965.459	3654380.373	1058932.401	773876.3206	621274.9125	1250550.51	2127498.45	999343.5674
165	2189605.459	10300000	1874153.568	1572905.674	841999.9167	1338756.693	585153.3703	643534.7641	1999448.788	2254412.626	798634.0155	1311509.316	1438210.953	1744489.5	3901106.608	1041550.472	825027.3078	777551.5716	1965596.466	1841549.255	1025959.107
166	1014444.002	923081.7828	1012083.122	1012409.238	1046168.952	966525.4009	1023465.744	961029.3332	967771.2024	1049335.758	1029691.007	1011323.707	986165.4507	1043833.451	937958.6529	976641.0766	1056671.429	961189.7645	1057494.131	930531.2543	1075476.885
167	1301724.926	2926248.752	1374321.034	1629533.571	1145796.559	2038139.111	969271.2177	1319766.454	1291166.401	1168882.853	541733.3461	1278175.16	978925.9875	914208.8248	1600155.057	779483.523	960735.344	890195.6309	1229853.843	1357775.426	909119.754
168	5562233.903	10900000	4936263.021	3995399.081	2087620.428	3260839.163	1950644.088	1830535.281	3716843.314	4913567.959	2107435.231	3357635.18	5441146.164	3960917.716	7975128.532	2563246.613	1902807.215	1719480.007	3864409.639	4918271.013	2844079.519
169	13500000	20900000	9886765.825	7440541.007	8303836.391	6833268.225	5132450.987	2162954.765	8248885.615	7432666.488	4090784.583	4829376.612	11200000	8513180.727	8033775.84	4860706.434	2537324.849	1525520.496	6436104.94	12700000	3660784.142
170	2285970.437	2622439.466	600095.7933	476842.1169	360304.553	385885.5275	413574.6536	329526.5402	1206612.097	730961.589	436951.321	694046.9264	3086717.881	2154784.303	2149210.875	656074.9201	453155.4245	458026.1733	797398.1424	730435.6954	373914.0368
171	7814142.386	7426293.606	7953930.065	7988312.454	7854887.77	7596528.26	7862445.705	7757836.071	7637060.88	7859638.5	8058330.485	7618564.255	7396706.887	7742065.149	7524828.143	7935440.08	7672447.423	7420384.905	7735511.086	7502908.274	7699139.299
172	90086.99129	240625.6132	530808.8607	565206.9675	155346.2572	1228407.616	400988.7296	635128.2122	51782.66572	592374.6951	1781130.823	256514.4016	5089464.939	805045.6931	49870.44128	1376862.537	2829655.731	764528.7283	1164593.466	10600000	1935756.11
173	7247116.497	1176529.801	7939604.839	1445638.188	8327140.048	1928837.898	5195650.86	852121.0181	6305161.285	1736945.325	2839426.744	590531.9357	4721776.013	1458220.531	9813413.949	1824630.847	2604185.757	1133948.26	3494372.18	5482016.763	793948.5336
174	5955568.335	7711825.981	1195070.51	1037368.39	2105003.062	1836555.572	550641.3214	581345.0269	4344705.45	3047407.015	436645.2733	2114019.634	3119131.699	1885702.843	8013489.186	697943.8595	950891.7815	1145199.973	2139689.754	4798527.527	809040.0655
175	606340.704	594286.4838	637570.443	705972.6904	595333.6038	635154.4555	668273.7058	842383.1448	630063.5165	629210.767	812621.9641	875670.6143	732729.2571	648478.5213	585884.0607	681019.0334	674996.6669	782462.8279	529526.6726	741407.0076	616102.6755
176	1528024.534	2098189.659	1762952.528	1240880.734	746616.9038	822948.5164	695576.9527	761325.8456	981917.1047	1422315.885	364840.7819	702757.9116	902517.4217	974248.0429	1334666.737	488497.8874	621876.9067	541701.4925	931254.5675	930864.6286	585415.9158
177	3207283.475	1493717.975	1355994.463	1537489.692	2012930.062	1521286.659	1839095.86	1974468.802	2661304.374	1845274.577	1321988.028	2249358.745	1495863.258	1954487.56	2876141.422	1605801.363	2080996.093	1495976.256	2834583.273	1843110.161	3079465.31
178	5242246.706	6299293.749	3934043.106	1621057.768	740880.4175	751409.5084	1133427.965	505939.3961	3261860.824	1773111.113	419013.6765	776269.4916	5293301.984	2385347.086	5012834.012	719445.7807	540439.7523	445877.7173	910170.6958	1062439.791	265537.0337
179	17200000	67600000	32800000	32500000	24200000	33900000	17200000	18800000	27700000	41100000	1.6e+07	24300000	27800000	29600000	74900000	23800000	2.4e+07	18300000	39600000	3.8e+07	19800000
180	1424328.963	2174862.077	1404329.114	1034241.429	2222985.632	1761349.928	1464665.437	739936.5285	1275260.52	1210629.667	681653.0456	926571.516	1886626.036	1115255.392	4596397.278	2542676.841	1074058.895	558021.1962	1905411.164	2990095.534	1591850.697
181	186733.6401	1663713.94	576434.1832	13900000	1809829.661	1.2e+07	2549494.649	16600000	258358.5656	2.6e+07	4000659.806	20300000	2394966.139	1453751.363	69244.51311	2427851.053	2218601.459	3565081.471	345727.9094	1310489.38	1644347.343
